"","Species","trait_name","standard_unit","Meanvalue"
"21173","Pocillopora meandrina","Abundance GBR","cat",NA
"21174","Pocillopora meandrina","Abundance world","cat",NA
"21175","Pocillopora meandrina","Calcification rate","g cm ^-2 yr^-1",1.33
"21176","Pocillopora meandrina","Coloniality","cat",NA
"21177","Pocillopora meandrina","Colony maximum diameter","cm",100
"21178","Pocillopora meandrina","Corallite width maximum","mm",0.7
"21179","Pocillopora meandrina","Corallite width minimum","mm",0.6
"21180","Pocillopora meandrina","Depth lower","m",27
"21181","Pocillopora meandrina","Depth upper","m",1
"21182","Pocillopora meandrina","Eastern-most range edge","deg",-75.25487909
"21183","Pocillopora meandrina","Genus fossil age","mya",44.42
"21184","Pocillopora meandrina","Genus fossil stage","cat",NA
"21185","Pocillopora meandrina","Geographical region","cat",NA
"21186","Pocillopora meandrina","Growth form Veron","cat",NA
"21187","Pocillopora meandrina","Growth form typical","cat",NA
"21188","Pocillopora meandrina","Growth rate","mm yr^-1",20.483
"21189","Pocillopora meandrina","IUCN Red List category","cat",NA
"21190","Pocillopora meandrina","Indo-Pacific faunal province","cat",NA
"21191","Pocillopora meandrina","Life history strategy","cat",NA
"21192","Pocillopora meandrina","Mode of larval development","cat",NA
"21193","Pocillopora meandrina","Northern-most range edge","deg",29.7251985
"21194","Pocillopora meandrina","Ocean basin","cat",NA
"21195","Pocillopora meandrina","Polyps per area","units cm^-2",66.4
"21196","Pocillopora meandrina","Range size","km^2",64143723.07
"21197","Pocillopora meandrina","Sexual system","cat",NA
"21198","Pocillopora meandrina","Skeletal density","g cm-3",1.42
"21199","Pocillopora meandrina","Southern-most range edge","deg",-28.87338731
"21200","Pocillopora meandrina","Species age phylogeny","mya",5.84100152855223
"21201","Pocillopora meandrina","Substrate attachment","cat",NA
"21202","Pocillopora meandrina","Symbiodinium clade","cat",NA
"21203","Pocillopora meandrina","Symbiodinium sp. in propagules","bin",NA
"21204","Pocillopora meandrina","Symbiodinium subclade","cat",NA
"21205","Pocillopora meandrina","Water clarity preference","cat",NA
"21206","Pocillopora meandrina","Water depth","m",4.92452830188679
"21207","Pocillopora meandrina","Water temperature","ºC",23.5
"21208","Pocillopora meandrina","Wave exposure preference","cat",NA
"21209","Pocillopora meandrina","Western-most range edge","deg",70.4115548
"21210","Pocillopora meandrina","Year","cat",1976
"21211","Pocillopora meandrina","Zooxanthellate","cat",NA
"21212","Pocillopora molokensis","Abundance world","cat",NA
"21213","Pocillopora molokensis","Coloniality","cat",NA
"21214","Pocillopora molokensis","Corallite width maximum","mm",1.3
"21215","Pocillopora molokensis","Corallite width minimum","mm",0.7
"21216","Pocillopora molokensis","Depth lower","m",55
"21217","Pocillopora molokensis","Eastern-most range edge","deg",-155.653841689
"21218","Pocillopora molokensis","Genus fossil age","mya",44.42
"21219","Pocillopora molokensis","Genus fossil stage","cat",NA
"21220","Pocillopora molokensis","Geographical region","cat",NA
"21221","Pocillopora molokensis","Growth form Veron","cat",NA
"21222","Pocillopora molokensis","Growth form typical","cat",NA
"21223","Pocillopora molokensis","IUCN Red List category","cat",NA
"21224","Pocillopora molokensis","Northern-most range edge","deg",22.14507491
"21225","Pocillopora molokensis","Ocean basin","cat",NA
"21226","Pocillopora molokensis","Range size","km^2",3500136.88476
"21227","Pocillopora molokensis","Southern-most range edge","deg",20.85386965
"21228","Pocillopora molokensis","Species age phylogeny","mya",2.03546829591039
"21229","Pocillopora molokensis","Substrate attachment","cat",NA
"21230","Pocillopora molokensis","Symbiodinium clade","cat",NA
"21231","Pocillopora molokensis","Symbiodinium subclade","cat",NA
"21232","Pocillopora molokensis","Water clarity preference","cat",NA
"21233","Pocillopora molokensis","Water depth","m",3
"21234","Pocillopora molokensis","Wave exposure preference","cat",NA
"21235","Pocillopora molokensis","Western-most range edge","deg",-156.945046942
"21236","Pocillopora molokensis","Zooxanthellate","cat",NA
"21237","Pocillopora solida","Depth lower","m",50
"21238","Pocillopora solida","Depth upper","m",30
"21239","Pocillopora solida","Genus fossil age","mya",44.42
"21240","Pocillopora solida","Genus fossil stage","cat",NA
"21241","Pocillopora solida","Zooxanthellate","cat",NA
"21242","Pocillopora verrucosa","Abundance GBR","cat",NA
"21243","Pocillopora verrucosa","Abundance world","cat",NA
"21244","Pocillopora verrucosa","Coloniality","cat",NA
"21245","Pocillopora verrucosa","Colony maximum diameter","cm",50
"21246","Pocillopora verrucosa","Corallite width maximum","mm",0.7
"21247","Pocillopora verrucosa","Corallite width minimum","mm",0.3
"21248","Pocillopora verrucosa","Depth lower","m",37.25
"21249","Pocillopora verrucosa","Depth upper","m",1
"21250","Pocillopora verrucosa","Eastern-most range edge","deg",-75.90850408
"21251","Pocillopora verrucosa","Genus fossil age","mya",44.42
"21252","Pocillopora verrucosa","Genus fossil stage","cat",NA
"21253","Pocillopora verrucosa","Geographical region","cat",NA
"21254","Pocillopora verrucosa","Growth form Veron","cat",NA
"21255","Pocillopora verrucosa","Growth form typical","cat",NA
"21256","Pocillopora verrucosa","Growth rate","mm yr^-1",28.9685714285714
"21257","Pocillopora verrucosa","Habitat type","cat",NA
"21258","Pocillopora verrucosa","IUCN Red List category","cat",NA
"21259","Pocillopora verrucosa","Indo-Pacific faunal province","cat",NA
"21260","Pocillopora verrucosa","Life history strategy","cat",NA
"21261","Pocillopora verrucosa","Mitotic index","%",0.78
"21262","Pocillopora verrucosa","Mode of larval development","cat",NA
"21263","Pocillopora verrucosa","Northern-most range edge","deg",36.28949391
"21264","Pocillopora verrucosa","Ocean basin","cat",NA
"21265","Pocillopora verrucosa","Oocyte size at maturity","µm",93.85
"21266","Pocillopora verrucosa","Polyps per area","units cm^-2",129
"21267","Pocillopora verrucosa","Propagule size on release","µm",39.4
"21268","Pocillopora verrucosa","Range size","km^2",87127475.1
"21269","Pocillopora verrucosa","Season","cat",NA
"21270","Pocillopora verrucosa","Sexual system","cat",NA
"21271","Pocillopora verrucosa","Southern-most range edge","deg",-34.80308467
"21272","Pocillopora verrucosa","Species age phylogeny","mya",1.84728458140922
"21273","Pocillopora verrucosa","Substrate attachment","cat",NA
"21274","Pocillopora verrucosa","Symbiodinium clade","cat",NA
"21275","Pocillopora verrucosa","Symbiodinium density","units cm^-2",1710000
"21276","Pocillopora verrucosa","Symbiodinium sp. in propagules","bin",NA
"21277","Pocillopora verrucosa","Symbiodinium subclade","cat",NA
"21278","Pocillopora verrucosa","Tissue thickness","mm",0.4
"21279","Pocillopora verrucosa","Total biomass","mg cm^-2",1.5
"21280","Pocillopora verrucosa","Water clarity preference","cat",NA
"21281","Pocillopora verrucosa","Water depth","m",4.19057971014493
"21282","Pocillopora verrucosa","Water temperature","ºC",27
"21283","Pocillopora verrucosa","Wave exposure","cat",NA
"21284","Pocillopora verrucosa","Wave exposure preference","cat",NA
"21285","Pocillopora verrucosa","Western-most range edge","deg",31.762114
"21286","Pocillopora verrucosa","Year","cat",NA
"21287","Pocillopora verrucosa","Zooxanthellate","cat",NA
"21288","Pocillopora woodjonesi","Abundance GBR","cat",NA
"21289","Pocillopora woodjonesi","Abundance world","cat",NA
"21290","Pocillopora woodjonesi","Coloniality","cat",NA
"21291","Pocillopora woodjonesi","Corallite width maximum","mm",1.1
"21292","Pocillopora woodjonesi","Corallite width minimum","mm",0.6
"21293","Pocillopora woodjonesi","Depth lower","m",26
"21294","Pocillopora woodjonesi","Depth upper","m",2
"21295","Pocillopora woodjonesi","Eastern-most range edge","deg",-136.93890405
"21296","Pocillopora woodjonesi","Genus fossil age","mya",44.42
"21297","Pocillopora woodjonesi","Genus fossil stage","cat",NA
"21298","Pocillopora woodjonesi","Geographical region","cat",NA
"21299","Pocillopora woodjonesi","Growth form Veron","cat",NA
"21300","Pocillopora woodjonesi","Growth form typical","cat",NA
"21301","Pocillopora woodjonesi","IUCN Red List category","cat",NA
"21302","Pocillopora woodjonesi","Indo-Pacific faunal province","cat",NA
"21303","Pocillopora woodjonesi","Northern-most range edge","deg",28.20648657
"21304","Pocillopora woodjonesi","Ocean basin","cat",NA
"21305","Pocillopora woodjonesi","Range size","km^2",42554957.915
"21306","Pocillopora woodjonesi","Southern-most range edge","deg",-29.47790465
"21307","Pocillopora woodjonesi","Species age phylogeny","mya",2.27779990972433
"21308","Pocillopora woodjonesi","Substrate attachment","cat",NA
"21309","Pocillopora woodjonesi","Water clarity preference","cat",NA
"21310","Pocillopora woodjonesi","Wave exposure preference","cat",NA
"21311","Pocillopora woodjonesi","Western-most range edge","deg",80.6355872
"21312","Pocillopora woodjonesi","Zooxanthellate","cat",NA
"21313","Pocillopora zelli","Abundance world","cat",NA
"21314","Pocillopora zelli","Coloniality","cat",NA
"21315","Pocillopora zelli","Corallite width maximum","mm",1.2
"21316","Pocillopora zelli","Corallite width minimum","mm",0.7
"21317","Pocillopora zelli","Depth lower","m",15
"21318","Pocillopora zelli","Depth upper","m",2
"21319","Pocillopora zelli","Eastern-most range edge","deg",-176.49467341
"21320","Pocillopora zelli","Genus fossil age","mya",44.42
"21321","Pocillopora zelli","Genus fossil stage","cat",NA
"21322","Pocillopora zelli","Geographical region","cat",NA
"21323","Pocillopora zelli","Growth form Veron","cat",NA
"21324","Pocillopora zelli","Growth form typical","cat",NA
"21325","Pocillopora zelli","IUCN Red List category","cat",NA
"21326","Pocillopora zelli","Indo-Pacific faunal province","cat",NA
"21327","Pocillopora zelli","Northern-most range edge","deg",13.41746042
"21328","Pocillopora zelli","Ocean basin","cat",NA
"21329","Pocillopora zelli","Range size","km^2",7587842.6775
"21330","Pocillopora zelli","Southern-most range edge","deg",-23.69596619
"21331","Pocillopora zelli","Species age phylogeny","mya",1.72945803793625
"21332","Pocillopora zelli","Substrate attachment","cat",NA
"21333","Pocillopora zelli","Water clarity preference","cat",NA
"21334","Pocillopora zelli","Wave exposure preference","cat",NA
"21335","Pocillopora zelli","Western-most range edge","deg",127.0442448
"21336","Pocillopora zelli","Zooxanthellate","cat",NA
"21337","Podabacia crustacea","Abundance GBR","cat",NA
"21338","Podabacia crustacea","Abundance world","cat",NA
"21339","Podabacia crustacea","Coloniality","cat",NA
"21340","Podabacia crustacea","Colony maximum diameter","cm",150
"21341","Podabacia crustacea","Corallite width maximum","mm",3
"21342","Podabacia crustacea","Corallite width minimum","mm",1.9
"21343","Podabacia crustacea","Depth lower","m",35
"21344","Podabacia crustacea","Depth upper","m",3
"21345","Podabacia crustacea","Eastern-most range edge","deg",-138.15720437
"21346","Podabacia crustacea","Genus fossil age","mya",10.5275
"21347","Podabacia crustacea","Genus fossil stage","cat",NA
"21348","Podabacia crustacea","Geographical region","cat",NA
"21349","Podabacia crustacea","Growth form Veron","cat",NA
"21350","Podabacia crustacea","Growth form typical","cat",NA
"21351","Podabacia crustacea","IUCN Red List category","cat",NA
"21352","Podabacia crustacea","Indo-Pacific faunal province","cat",NA
"21353","Podabacia crustacea","Northern-most range edge","deg",31.08541355
"21354","Podabacia crustacea","Ocean basin","cat",NA
"21355","Podabacia crustacea","Range size","km^2",58248320.125
"21356","Podabacia crustacea","Sexual system","cat",NA
"21357","Podabacia crustacea","Southern-most range edge","deg",-34.04066244
"21358","Podabacia crustacea","Species age phylogeny","mya",1.05469881950054
"21359","Podabacia crustacea","Substrate attachment","cat",NA
"21360","Podabacia crustacea","Symbiodinium clade","cat",NA
"21361","Podabacia crustacea","Symbiodinium subclade","cat",NA
"21362","Podabacia crustacea","Water clarity preference","cat",NA
"21363","Podabacia crustacea","Water depth","m",4.8
"21364","Podabacia crustacea","Wave exposure preference","cat",NA
"21365","Podabacia crustacea","Western-most range edge","deg",24.8241124
"21366","Podabacia crustacea","Zooxanthellate","cat",NA
"21367","Podabacia kunzmanni","Genus fossil age","mya",10.5275
"21368","Podabacia kunzmanni","Genus fossil stage","cat",NA
"21369","Podabacia kunzmanni","Species age phylogeny","mya",0.593460082584412
"21370","Podabacia kunzmanni","Zooxanthellate","cat",NA
"21371","Podabacia lankaensis","Abundance world","cat",NA
"21372","Podabacia lankaensis","Coloniality","cat",NA
"21373","Podabacia lankaensis","Corallite width maximum","mm",4.3
"21374","Podabacia lankaensis","Corallite width minimum","mm",3.8
"21375","Podabacia lankaensis","Eastern-most range edge","deg",81.5838663
"21376","Podabacia lankaensis","Genus fossil age","mya",10.5275
"21377","Podabacia lankaensis","Genus fossil stage","cat",NA
"21378","Podabacia lankaensis","Geographical region","cat",NA
"21379","Podabacia lankaensis","Growth form Veron","cat",NA
"21380","Podabacia lankaensis","Growth form typical","cat",NA
"21381","Podabacia lankaensis","Indo-Pacific faunal province","cat",NA
"21382","Podabacia lankaensis","Northern-most range edge","deg",7.298811487
"21383","Podabacia lankaensis","Ocean basin","cat",NA
"21384","Podabacia lankaensis","Range size","km^2",217385.928595
"21385","Podabacia lankaensis","Southern-most range edge","deg",5.002174046
"21386","Podabacia lankaensis","Substrate attachment","cat",NA
"21387","Podabacia lankaensis","Water clarity preference","cat",NA
"21388","Podabacia lankaensis","Wave exposure preference","cat",NA
"21389","Podabacia lankaensis","Western-most range edge","deg",79.2872288
"21390","Podabacia lankaensis","Zooxanthellate","cat",NA
"21391","Podabacia motuporensis","Abundance GBR","cat",NA
"21392","Podabacia motuporensis","Abundance world","cat",NA
"21393","Podabacia motuporensis","Coloniality","cat",NA
"21394","Podabacia motuporensis","Corallite width maximum","mm",2.8
"21395","Podabacia motuporensis","Corallite width minimum","mm",2.3
"21396","Podabacia motuporensis","Depth lower","m",20
"21397","Podabacia motuporensis","Depth upper","m",5
"21398","Podabacia motuporensis","Eastern-most range edge","deg",-175.06744894
"21399","Podabacia motuporensis","Genus fossil age","mya",10.5275
"21400","Podabacia motuporensis","Genus fossil stage","cat",NA
"21401","Podabacia motuporensis","Geographical region","cat",NA
"21402","Podabacia motuporensis","Growth form Veron","cat",NA
"21403","Podabacia motuporensis","Growth form typical","cat",NA
"21404","Podabacia motuporensis","IUCN Red List category","cat",NA
"21405","Podabacia motuporensis","Indo-Pacific faunal province","cat",NA
"21406","Podabacia motuporensis","Northern-most range edge","deg",29.2809127
"21407","Podabacia motuporensis","Ocean basin","cat",NA
"21408","Podabacia motuporensis","Range size","km^2",40374133.445
